"word","value"
"ringan tangan",4
"ringan tangan",-1
"ringan tulang",5
"ringkas",-2
"ringkih",-4
"ringkik",-3
"ringkus",-5
"rintik",-3
"rintis",2
"rintis",-2
"rintisan",2
"rintisan",-2
"rip",-5
"risa",-4
"risi",-3
"risiko",-3
"riuk",-3
"rizki",4
"robek",-3
"roboh",-5
"roda",-5
"rogoh",-3
"rogok",-3
"roh",4
"roh jahat",-4
"rohaniah",2
"rokok",-3
"romantis",4
"rombak",-2
"rombeng",-3
"rombengan",-4
"rombongan",-4
"romong",-4
"rompak",-5
"rompeng",-4
"rompes",-4
"rompoh",-4
"rompok",-2
"rompong",-3
"rompyok",-5
"ronda",2
"rongga",-3
"ronggang",-3
"rongkol",-5
"rongseng",-4
"rongsok",-3
"rongsokan",-3
"rontok",1
"rontok",-3
"rosak",-3
"rotan",4
"rua",-4
"ruai",-4
"ruak",-4
"ruang",-3
"ruat",-4
"rubuh",-5
"rucah",-5
"rudapaksa",-4
"rudin",-5
"rugi",-5
"ruji",3
"rumah",3
"rumah tangga",2
"rumbing",-4
"rumit",-5
"rumor",-5
"rumput",3
"runcing",-4
"rundung",-4
"runtuh",-5
"runtun",-5
"runtut",3
"runyam",-5
"rupa",3
"rupawan",5
"rupawan",-1
"rurut",-5
"rusak",3
"rusak",-4
"rusak binasa",-4
"rusuh",1
"rusuh",-4
"rusuhan",1
"rusuk",-4
"rute",2
"rute",-4
"ruwet",-4
"ruyup",-5
"sabak",-3
"sabar",5
"sabil",-4
"sabit",-3
"sad",-4
"sadar",2
"sadar",-1
"sadis",-5
"sadu",3
"sadur",-3
"safa",-4
"safih",-4
"safinah",-3
"sahabat",4
"sahabat",-4
"sahabatku",3
"sahabatnya",3
"sahaja",2
"sahara",-2
"sahut",1
"sahutan",1
"sains",3
"saja",-3
"sajak",2
"sajak",-3
"sajen",-4
"saji",4
"sakelek",4
"sakit",-5
"sakit-sakitan",-4
"sakit hati",-3
"sakit ingat",-4
"sakit ingatan",-4
"sakit jiwa",-4
"sakitnya",-4
"sakral",-2
"saksama",2
"saksama",-5
"saksi",1
"salah",-4
"salah benang",-1
"salah langkah",-3
"salah tingkah",-4
"salah urat",-3
"salahku",-4
"salak",-3
"salamat",4
"salambersama",1
"salat",5
"saldo",2
"salim",4
"salin",3
"salin",-3
"sama",3
"sama-sama",-4
"sama sekali",-3
"samad",3
"samar",-5
"sambang",2
"sambar",-3
"sambaran",-3
"sambat",-3
"sambatan",4
"sambel",-2
"sambit",-5
"sambung",-3
"sambung tangan",4
"sambungan jiwa",-3
"sambungan tangan",4
"sambut",3
"sambutan",3
"sami",3
"sampah",-4
"sampai",2
"sampai",-4
"sampai hati",-2
"sampai rasa",-2
"sampean",-4
"samping",-4
"sampuk",-3
"sampul",-3
"sampur",-3
"samseng",3
"samun",3
"sandaran",3
"sanding",-2
"sandung",-5
"sangat",3
"sangat",-5
"sange",-5
"sanggama",-2
"sanggit",-3
"sanggup",2
"sangit",-5
"sangka",3
"sangka",-3
"sangkil",4
"sangkut",2
"sangkut",-4
"sangkut-paut",3
"sangkut-paut",-4
"sangsi",1
"sangsi",-5
"sani",3
"sanjung",2
"sano",-4
"santai",2
"santer",4
"santet",-5
"santiran",3
"santun",4
"santun",-2
"santunan",3
"santunan",-2
"sapi",-3
"sapi jantan",-3
"sapit",-3
"sapu",-3
"sara",-3
"sara bara",-5
"sarak",-3
"saran",2
"saran",-3
"sarangan",-3
"sarannya",1
"sarap",3
"sarau",-5
"sarik",-3
"sarit",-4
"sarju",4
"saruk",4
"sarung",-3
"sasana",-3
"sastra",2
"satelit",-3
"satir",1
"satir",-2
"satire",-3
"satria",4
"satria",-1
"satu",3
"satu",-1
"sauk",3
"saum",-2
"sawala",3
"sawat",-5
"say",1
"saya",-3
"sayang",3
"sayang",-3
"sayangnya",1
"sayangnya",-3
"sayap",-4
"sayat",-4
"sayid",3
"sayid",-1
"sayu",-3
"sayu rawan",-3
"sayu rayu",-3
"sayup",-3
"se-sat pusat",-4
"seandainya",-1
"searah",1
"sebab",3
"sebab",-2
"sebagai",-3
"sebanding",3
"sebanding",-3
"sebandung",3
"sebaran",-3
"sebarang",-2
"sebat",1
"sebat",-3
"sebel",-5
"sebelah",-4
"sebenarnya",4
"sebenernya",1
"sebenernya",-1
"sebentar",-2
"seberang",-3
"sebetulnya",4
"sebit",-4
"sebukan",3
"secepatnya",3
"sedap",5
"sedat",-4
"sedeng",3
"sedeng",-2
"sederhana",3
"sederhana",-5
"sedi",-2
"sedia",2
"sediaan",-3
"sedih",-5
"sedihhh",-5
"sedihnya",-5
"sedikit",-4
"sedikit-dikitnya",-3
"sedu",-5
"seemak",3
"seenak",-4
"seenaknya",-4
"segar",4
"segeh",3
"segenap",2
"segera",3
"segera",-3
"segi",-4
"segitu",-3
"segitunya",-3
"sehat",4
"sehat",-1
"seia",3
"seibu",3
"seindah",3
"sejadah",3
"sejati",3
"sejenak",1
"sekadar",-3
"sekah",3
"sekali",-1
"sekali-kali",3
"sekam",3
"sekam",-3
"sekar",5
"sekata",3
"sekedup",-3
"seko",-3
"sekolah",3
"sekongkol",-4
"sekongkolan",-4
"sekop",-3
"seksi",-3
"seksologis",-2
"seksualitas",-5
"sekurang-kurangnya",-3
"sekutu",-3
"seladang",-3
"selagi",-2
"selamat",5
"selamatan",4
"selap",-3
"selaras",3
"selawat",3
"selayaknya",3
"selebaran",-3
"seleder",-5
"selekeh",-5
"selektif",-3
"selempang",-5
"selenggara",3
"selengkapnya",1
"selera",3
"selerang",-5
"selesa",3
"selesai",2
"selesai",-4
"selesma",-3
"seleweng",-5
"selfie",2
"selia",-4
"selidik",2
"selidik",-3
"selingkuh",-5
"selingkuhan",-5
"selir",-4
"selisih",-4
"selit-belit",-3
"selokan",-4
"seloroh",3
"selubung",-5
"seluk-beluk",-4
"seluk beluk",-4
"selulur",-2
"seluruhnya",-3
"selusur",-3
"semak-semak",3
"semak hati",-5
"semakin",2
"seman",-5
"semangat",4
"semangat",-1
"semangatin",-1
"semaput",-4
"semarak",3
"semata-mata",-2
"semau",-3
"semayam",-3
"sembah",-2
"sembahyang",5
"sembahyangan",4
"sembam",-4
"sembarang",-4
"sembarangan",-4
"sember",-4
"sembir",4
"semboyan",2
"sembrono",-5
"sembuh",4
"sembul",1
"sembul",-3
"sembunyi-sembunyi",-4
"sembur",1
"sembur",-3
"semburan",-4
"semena",-3
"semena-mena",-5
"semenggah",-5
"sementara",-4
"sementung",-5
"semerbak",2
"semi",2
"semi",-2
"semok",-4
"sempelah",-4
"sempena hati",4
"sempit",-4
"semprot",-5
"semprotan",-5
"sempuras",-3
"sempurna",3
"sempurna",-3
"semrawut",-5
"semringah",4
"semu",3
"semua",-3
"semuanya",-3
"senang",5
"senang",-4
"senat",-3
"sendal",-3
"sendiri",-3
"sendirian",-3
"sendu",-2
"seneng",5
"seneng",-1
"senengnya",-1
"senewen",-4
"sengaja",-2
"sengal",-4
"senging",-5
"sengsara",-5
"seni",1
"seni",-4
"senior",-3
"senjang",1
"senjang",-4
"senonoh",-5
"sensasi",-5
"sensi",-4
"sensibel",2
"sensitif",1
"sentakan",-5
"senteng",-5
"sentilan",-5
"sentimen",-3
"sentong",-3
"sentosa",5
"sentuh",1
"sentuh",-2
"sentuh asa",-1
"sentuk",-4
"senyampang",-4
"senyap",1
"senyap",-4
"senyum",2
"senyum",-1
"senyuman",4
"senyumin",3
"senyumnya",3
"senyur",-4
"sepada",3
"sepak",-3
"sepakat",4
"sepantar",1
"sepantasnya",2
"separuh",-3
"sepatu",3
"sepatutnya",2
"sepele",4
"sepele",-4
"sepenuhnya",-3
"seperti",-1
"sepertinya",-2
"sepi",-3
"sepihak",-3
"sepit",-3
"sepuh",1
"sepuh",-3
"serabutan",-5
"seraga",-3
"seragam",1
"serah",2
"serah",-3
"serak",-4
"serakan",-3
"seram",-4
"serampangan",-5
"serampu",-3
"seranah",-3
"serang",-4
"serangan",-3
"serapah",4
"serapah",-4
"serasi",4
"serasi",-4
"serawak",-3
"seraya",4
"serbasama",3
"serbaserbi",3
"serem",-5
"seremeh",3
"serempak",3
"serenging",-5
"serengit",-4
"serentak",3
"serep",2
"serik",-3
"serindai",-5
"sering",3
"seringai",4
"seringai",-4
"seringing",-4
"serius",-5
"sero",3
"serobot",-3
"serong",-4
"serpihan",-4
"serta",2
"serta-merta",3
"seru",5
"seru",-5
"seruh",2
"seruh",-2
"serunda",2
"serundai",2
"serupa",-3
"serutu",-3
"servis",3
"sesaji",4
"sesak",-3
"sesal",1
"sesal",-4
"sesalan",1
"sesalan",-5
"sesambat",5
"sesambat",-3
"sesat",-4
"sesat akal",-2
"sesat pusat",-4
"sesuai",3
"sesungguhnya",4
"setan",-4
"setara",2
"setek",-4
"setengah",-3
"seteru",-4
"setia",-4
"setimbang",-3
"setimpal",2
"setimpal",-5
"setip",-3
"setir",1
"setuju",4
"setuju",-3
"setujuan",4
"sewajarnya",2
"sewal",-5
"sewenang-wenang",-5
"sewot",1
"sewot",-5
"shabu-shabu",-3
"shalat",4
"sharing",3
"shiawase",2
"sholat",5
"show",2
"shy",-3
"si dia",-3
"si fulan",-3
"si polan",-3
"sia",-5
"sia-sia",-4
"sial",-5
"sialan",-5
"sian",-3
"siap",1
"siapa",1
"siapa",-2
"siapanya",-2
"siaran",-3
"sibuk",4
"sibuk",-3
"sidang",1
"sidang",-3
"sidik midik",-3
"sifer",-3
"sigap",4
"sigap",-3
"sigar",-3
"signifikansi",2
"signifikansi",-4
"sihh",-2
"sikap",2
"sikit",-3
"siklon",-4
"siksa",-5
"siksaan",-5
"sila",1
"sila",-4
"silah",3
"silahkan",3
"silakan",1
"silam",-4
"silang",-4
"silang pendapat",3
"silang selisih",1
"silang selisih",-4
"silang sengketa",-4
"silap",-4
"silap mata",-5
"silaturahim",4
"silir-semilir",2
"silu",-5
"siluman",-5
"simak",3
"simak",-5
"simbah",-3
"simbok",2
"simetris",3
"simpan",-3
"simpanan",3
"simpanan",-3
"simpang",-4
"simpang-siur",-4
"simpat",4
"simpatik",2
"simpatik",-4
"simpatisan",3
"simpel",3
"simple",3
"simpleks",3
"simplistis",3
"simpuh",3
"simpuh",-3
"simpul",3
"sin",-1
"sindir",-3
"sindiran",-3
"sing",5
"singgah",-2
"singgung",1
"singgung",-5
"singkap",3
"singkap",-3
"singkat",-3
"singkat akal",-3
"singkil",-4
"singkir",-5
"single",3
"singsing",3
"sinkron",1
"sinkronisasi",3
"sintal",3
"sintetis",3
"sinting",-5
"sinuhun",4
"siph",2
"sipongang",-3
"sir",2
"sir",-2
"sir-siran",2
"sir-siran",-2
"sirap hati",1
"sirap hati",-2
"siratan",-3
"sirik",-5
"sirkuler",-3
"sirna",1
"sirna",-5
"sisa",-4
"sisih",-2
"sistem",-4
"sistematik",-3
"sistematis",-3
"siswa",3
"sitoplasma",-5
"siuman",3
"sivilisasi",-3
"size",1
"sketsa",2
"skors",-3
"slebor",-5
"slip",-5
"slow",1
"smartphone",1
"smga",1
"smpai",1
"snapback",2
"soak",-5
"soal",-1
"soal jawab",-3
"soalnya",-1
"sob",2
"sobat",4
"sobat",-4
"sobek",-3
"sodok",-3
"soe",-5
"sogok",-4
"sogokan",-4
"sohib",3
"sohor",4
"sohor",-1
"sokong",3
"solah",4
"solat",1
"soleha",3
"solek",-4
"solo",2
"solokan",-4
"solusi",3
"solusinya",3
"sombong",-3
"someng",-4
"somplak",-4
"soms",-4
"songsong",-2
"sontak",-4
"sorak",-3
"sorang",-2
"sorangan",-3
"sorongan",4
"sorry",-4
"sosi",-5
"sosial",4
"sosialistis",3
"sosialita",5
"sotau",-4
"sotoy",-4
"spam",-3
"sparing",3
"special",4
"spektakel",-3
"spesial",4
"spesialis",4
"spesialisasi",3
"spesifikasi",3
"spion",-3
"sponsor",2
"spontan",3
"sporadis",2
"sportif",3
"sput",4
"sput",-2
"sreg",2
"sregep",4
"Sri paduka",4
"stabil",3
"stabilitas",4
"stagnan",1
"stagnan",-3
"stagnasi",-5
"stalk",-4
"stalking",-4
"stamina",3
"standar",-2
"standardisasi",2
"statis",4
"statis",-3
"statistik",1
"stok",-3
"stop",3
"stop",-3
"stori",-5
"streng",1
"stres",-4
"stress",-5
"struktur",3
"studi",4
"stupa",4
"suak",-2
"suam-suam kuku",4
"suap",1
"suap",-3
"suapan",4
"suara",2
"suara",-1
"suara halus",4
"suari",-3
"suasana",4
"suasana (hati)",1
"suasana hati",1
"subang",-1
"sublim",3
"substansi",1
"substansial",1
"subur",2
"subversif",-4
"suci",4
"suci",-1
"sudah",3
"sudah",-2
"sudahlah",-3
"sudi",2
"sudi",-3
"sudu",-3
"sugesti",2
"sugesti",-3
"suguh",2
"suguhan",4
"suka",3
"suka",-1
"suka-suka",3
"suka cita",4
"suka cita",-1
"suka hati",-3
"suka mengganggu",-4
"sukacita",2
"sukar",4
"sukar",-4
"sukarela",4
"sukarela",-2
"sukaria",-3
"sukat",3
"sukatan",-5
"sukses",3
"sulalah",-3
"sulfur",-3
"sumarah",-4
"sumbang",-4
"sumbat",-3
"sumbing",-4
"sumbu",2
"sumpah",3
"sumpah",-3
"sumpah serapah",-5
"sumpal",-3
"sumpek",-4
"sumpit",-3
"sumringah",4
"sun",-3
"sunam",-3
"sunan",4
"sundal bolong",-5
"sunduk",-3
"sundut",-3
"sungguh",4
"sungguh",-1
"sungguh-sungguh",2
"sungguhpun",-3
"sungkan",-4
"sungkap",-3
"sungkawa",-3
"suni",-4
"suntuk",5
"suntuk",-4
"sunu",-2
"sunyi",1
"sunyi",-3
"supaya",-3
"super",3
"super",-2
"superior",4
"suplai",2
"suplai",-3
"suplemen",5
"suporter",3
"support",4
"surah",-4
"suram",-5
"surat takdir",2
"surat takdir",-3
"surat tanah",3
"suratan takdir",2
"suratan takdir",-3
"surau",2
"suri",-1
"surih",-3
"suruh",-2
"surup",-5
"surut",-4
"susah",-3
"susah hati",3
"susah hati",-5
"susahnya",-3
"susila",-2
"suspend",-3
"susu",-4
"susuh",-4
"susuk",3
"susuk",-4
"susup",-2
"susur tangan",-3
"susut",1
"susut",-2
"sutradara",-3
"suudzon",-4
"suvenir",4
"swagriya",2
"sweet",3
"syahwat",-2
"syair",-3
"syak",-3
"syarikat",3
"syedi",-4
"syedih",-5
"syg",3
"syukur",5
"syukuri",3
"syur",-3
"ta",-3
"taat",3
"taat",-1
"tabah",5
"tabah hati",5
"tabe",3
"tablig",1
"tabrak",-3
"tabung",3
"tabung bambu",3
"tabungan",3
"tabungan",-3
"taburan",-3
"tae",-4
"tafsir",2
"tagar",-3
"tagih",-3
"tagut",-4
"tahan",1
"tahan",-2
"tahan lama",1
"tahan lasak",4
"tahi",-5
"tahi angin",-4
"tahu",4
"tahu",-4
"tahu aturan",4
"tai",-5
"taik",-5
"tais",-3
"tajak",-3
"tajali",3
"tajam",4
"tajam",-2
"tajam mata",2
"tajam mata",-1
"tajam otak",4
"tajam pikiran",4
"taji",-4
"tak bernyawa",-5
"tak segan",2
"tak segan",-1
"takar",3
"takaran",-5
"takda",-2
"takjub",4
"takjub",-1
"takrif",3
"taksir",3
"taksir",-1
"taksiran",5
"takul",-3
"takut",1
"takut",-4
"takyin",3
"takzim",3
"talak",-3
"talas",-3
"talen",2
"talenan",-5
"talenta",4
"tali jantung",-3
"talun",-3
"taman",1
"tamat",3
"tamat",-4
"tamat riwayat",-3
"tamat riwayatnya",-3
"tambah",3
"tambahan",5
"tambak",-3
"tambat hati",-2
"tambatan hati",-2
"tambeng",-5
"tambun",-3
"tampak",1
"tampak",-3
"tamparan",-3
"tampik",-4
"tampil",1
"tampil",-3
"tampilan",1
"tampuk",-3
"tanah tandus",-3
"tanda",-2
"tanda-tanda",4
"tanda jasa",4
"tanda mata",2
"tandang",1
"tandang",-2
"tandanya",-2
"tanding",2
"tanduk",-2
"tangan",1
"tangan panas",-4
"tanganan",3
"tanggal",-4
"tanggap",3
"tanggapan",3
"tangguh",5
"tangguh",-2
"tanggul",-3
"tanggulang",2
"tanggung",-2
"tanggungan",-3
"tangis",-5
"tangisan",-5
"tangkap",-3
"tangkap basah",-3
"tangkap tangan",-4
"tangkapan",-3
"tangkas",2
"tangkas",-4
"tangkis",-3
"tangkisan",3
"tangkul",3
"tangsel",3
"tantang",-4
"tanur",-4
"tanya",2
"tanya",-2
"tanya jawab",3
"tapa",2
"tapa-tapa",-3
"tapak kaki",-3
"tara",2
"taraf",3
"taraf",-2
"tarak",-3
"tarekat",2
"tarekat",-4
"tari",1
"tarik",2
"tarik hati",3
"tarik hati",-1
"tarik napas habis",-5
"taruh",4
"taruh hati",3
"taruhan",3
"tarung",-3
"tasamuh",5
"tata",3
"tata",-2
"tata tertib",3
"tatah-tatah",-5
"tatak",-4
"tatap",1
"tau",-4
"tauk",-3
"taun",-5
"taut",2
"taut",-4
"tauu",-3
"tawakal",3
"tawar",-4
"tawarikh",3
"tawon",-3
"tayang",3
"tayib",2
"tayib",-1
"tayibah",2
"tayibah",-1
"tbc",-3
"team",1
"tebak",3
"tebak",-2
"tebal hati",-5
"tebal telinga",1
"tebal telinga",-3
"tebaran",-3
"tebat",-3
"tedak",-4
"tedas",3
"teduh",2
"teduh",-2
"tega",-5
"tegal",-4
"tegang",4
"teganya",-4
"tegap",3
"tegar",2
"tegar",-4
"teguh batin",3
"teguh hati",3
"teguk",2
"tegun",-3
"tegur",2
"tegur",-3
"tegur ajar",-5
"teguran",3
"teguran",-3
"teh",1
"teja",4
"tekad",4
"tekad",-3
"tekak",-5
"tekan",1
"tekan",-3
"tekan mental",-4
"tekanan",-3
"tekanan jiwa",4
"tekanan mental",4
"tekanan mental",-4
"tekek",-3
"teknik",-4
"teks",-3
"tekuk lutut",-3
"tekun",4
"tela",3
"telaah",2
"telaah",-2
"teladan",4
"teladan",-3
"telak",-3
"telan",-5
"telantar",-4
"telat",-5
"telaten",4
"teledor",-5
"telerang",-3
"teles",-4
"telik",-2
"telimpuh",-3
"telinga merah",-3
"teliti waskita",-3
"telungkup",1
"tembak",-5
"tembak-menembak",-5
"tembakau",-3
"tembam",-4
"tembelang",-5
"tembis",-3
"tembok",-1
"tembus",3
"temenan",-2
"temenin",-3
"temennya",1
"tempat",-3
"tempelak",-5
"tempik",-4
"tempo",1
"tempo",-4
"tempo-tempo",3
"tempoh",3
"temporer",-4
"temu",2
"tenaga",3
"tenaga kerja",3
"tenang",5
"tenang",-1
"tendang",-3
"tendas",-4
"tendensi",-3
"tengah",2
"tengak",-4
"tenggak",-3
"tenggalam",-3
"tenggan",-3
"tenggang",1
"tenggang",-4
"tenggang rasa",5
"tenggarang",-4
"tenggelem",-3
"tengkar",-4
"tengking",-5
"tengkingan",-5
"tengkoh",-3
"tengku",-4
"tengkulak",-5
"tengkuluk",3
"tengkurap",2
"tengok",2
"tengok",-2
"tensi",-4
"tentang",1
"tentang",-2
"tentangan",2
"tentangan",-2
"tentu",-3
"teologis",-4
"teoretis",3
"tepa salira",5
"tepat guna",4
"tepercaya",3
"tepergok",-5
"teperlus",-4
"tepi",-4
"tepian mata",-3
"tepu",-3
"terabai",-3
"teraduk",-3
"teragung",-4
"terajam",-4
"terajang",-3
"terala",3
"terali",-4
"teralienasi",-3
"terambau",-5
"terampil",4
"terampil",-3
"terang",2
"terang",-3
"terang akal",3
"terang akal",-4
"teranggar-anggar",3
"teraniaya",-4
"teranyar",4
"terasing",-5
"teraso",4
"teratas",3
"teratur",4
"teratur",-4
"terawat",5
"terbaik",5
"terbakar",1
"terbakar",-5
"terbalik akal",3
"terbalik akal",-4
"terban",-4
"terbang arwah",-4
"terbang pikiran",-4
"terbangai",-3
"terbangun",3
"terbanting",1
"terbanting",-3
"terbaring",2
"terbaru",4
"terbatas",3
"terbayan",3
"terbayang",3
"terbayang-bayang",3
"terbelakang",-3
"terbelenggu",3
"terbenam",-5
"terbentur",-4
"terberak",-5
"terbesit",-2
"terbiar",-3
"terbiasa",3
"terbit selera",3
"terbongkar",-3
"terbuang",-2
"terbuka",3
"terbuka",-3
"terbuka (mata)",-3
"terbuka mata",4
"terbukti",3
"terbuni",-5
"terburu",-3
"tercampak",-5
"tercantol",-3
"tercapai",3
"tercebur",-5
"tercecer",-3
"tercekluk",-3
"tercela",-4
"tercelampak",-5
"tercemas",-3
"tercemplung",1
"tercemplung",-4
"tercengang",1
"tercengang",-2
"tercengang-cengang",-3
"tercengung",-3
"tercerai",-3
"tercermin",3
"tercinta",4
"terdaftar",1
"terdahulu",4
"terdampar",-5
"terdamping",1
"terdedah",-3
"terdekat",1
"terderita",-4
"terdesak",-4
"terekspos",-4
"terempas",-5
"terencana",2
"tergamak",-4
"tergambar",2
"tergambar",-3
"terganjal",-4
"tergantung",3
"tergelak",4
"tergelecik",-4
"tergeleng-geleng",4
"tergeleng-geleng",-3
"tergeliat",-3
"tergelicik",-3
"tergelincir",1
"tergelincir",-3
"tergelingsir",-3
"tergeluncur",-3
"tergemap",-3
"tergila-gila",3
"tergolong",-3
"terguling",-3
"tergulir",-3
"terguncang",-3
"terhalang",3
"terhalang",-3
"terhambat",-4
"terhempas",-5
"terhenti",-3
"terhina direndahkan",-3
"terhindar",-4
"terhunjam",-3
"teriak",-2
"teriakan",-4
"terikat",3
"terima",2
"terima kasih",5
"terimakasih",5
"terimaksih",4
"terindah",5
"teriris",-5
"terisolasi",-3
"terjadi",3
"terjadinya",3
"terjaga",2
"terjajah",3
"terjamin",5
"terjang",-3
"terjeblos",1
"terjeblos",-4
"terjemahan",3
"terjengkang",-5
"terjepit",-4
"terjerembab",-2
"terjerohok",-4
"terjerumus",-4
"terjumpa",-4
"terjun",1
"terjun",-3
"terjungkal",1
"terjungkal",-5
"terka",3
"terka",-1
"terkadang",3
"terkadang-kadang",3
"terkait",-3
"terkam",-4
"terkapah-kapah",3
"terkapah-kapah",-2
"terkejar",-5
"terkelik",-3
"terkemuka",5
"terkenal",5
"terkencar-kencar",-4
"terkesima",4
"terkesima",-1
"terkikis",-3
"terkilan",3
"terkilir",-3
"terkini",3
"terkocok",-3
"terkoneksi",3
"terkuak",-5
"terkutuk",-5
"terlalah",-5
"terlalaikan",-3
"terlalu",-3
"terlampau",-5
"terlangah",-3
"terlanggar",-4
"terlangkaui",-5
"terlanjur",1
"terlanjur",-3
"terlengar",-4
"terlepas",-5
"terlewat",1
"terlewat",-3
"terlibat",3
"terlindung",4
"terluang",2
"terluang",-3
"terluka",-5
"terlukis",3
"terlukis",-3
"terlulur",-3
"termakan",1
"termakan",-1
"termasuk",-3
"termasyhur",4
"terminal",-3
"terminasi",-3
"termuat",-3
"termulia",3
"ternoda",-5
"teror",-5
"terowongan",-4
"terpa",-4
"terpacak",-3
"terpacul",-4
"terpaksa",-4
"terpaku",-3
"terpalit-palit",-3
"terpana",1
"terpana",-2
"terpancang",-3
"terpangah",-4
"terpaut",-4
"terpegah",5
"terpelajar",4
"terpelanting",-3
"terpelecok",-3
"terpelekok",-3
"terpeleset",-4
"terpelihara",4
"terpencil",-5
"terpendam",-5
"terpengaruh",-4
"terperanjat",-3
"terperengah",1
"terperengah",-3
"terperenyak",-4
"terperinci",3
"terperosok",-5
"terperuk",-4
"terpesona",4
"terpesona",-1
"terpisah",-5
"terpojok",-4
"terpotong",-3
"terpuji",4
"terpukau",2
"terpukau",-1
"terpukul",1
"terpukul",-4
"terpulang",-3
"terpuruk",-4
"terror",-5
"tersadar",3
"tersaji",4
"tersaku",-3
"tersampai",2
"tersampuk",-4
"tersangkut",-3
"tersantet",-3
"tersapu",-3
"tersara bara",-5
"tersayat",-5
"tersedia",4
"tersekat",-5
"terselak",-3
"terselenggaranya",3
"terselip",-3
"terselubung",-5
"terselulur",-2
"terselusur",-3
"tersem-bunyi",5
"tersendat",4
"tersengal-sengal",3
"tersengal-sengal",-4
"tersengut-sengut",-5
"tersentuh",-2
"tersentuh (perasaan)",-1
"tersenyum",4
"terserah",-3
"terserak",-3
"terseret",-3
"tersia-sia",-3
"tersiar",-3
"tersiksa",-5
"tersila",-3
"tersimbah",-5
"tersinggung",-5
"tersingkap",-3
"tersingkir",-5
"tersirah",-5
"tersirap hatinya",-2
"tersirep",-3
"tersisih",-5
"tersohor",5
"tersohor",-1
"tersuguh",2
"tersumbat",-5
"tersungging",5
"tersungkap",-3
"tersuntuk",-4
"tersuruk",-5
"tersusul",-3
"tertabrak",-4
"tertanam",-5
"tertancap",-3
"tertangguh",-3
"tertanggung",-4
"tertangkap basah",-3
"tertangkap tangan",-4
"tertarik",2
"tertata",3
"tertata",-4
"tertawa",5
"tertawa kecil",4
"tertawan",-3
"tertegak",-4
"tertegun",-3
"tertenung",-3
"tertib",4
"tertib",-2
"tertindas",-5
"tertinggal",-3
"tertinggi",3
"tertubruk",-4
"tertuju",-3
"tertulang",2
"tertulang",-5
"tertular",-4
"tertumbuk",-4
"tertumbuk akal",-5
"tertunda",-3
"tertutup",-5
"terudak",-3
"terulur lidah",-5
"terungkap",-3
"terurus",4
"terus-menerus",4
"terutama",4
"terzalimi",-5
"tesis",-3
"testimoni",3
"tetap",3
"tetap hati",3
"tetap hati",-1
"tetas",-4
"tetek",-4
"tetes",-3
"tetesan darah",-3
"tetiba",-3
"tetua",-2
"tewas",1
"tewas",-5
"thank",4
"thanks",3
"tiada",1
"tiada",-5
"tiang pancang",3
"tiara",3
"tidak",-5
"tidak bekerja",-4
"tidak keruan",-3
"tidak masuk akal",-4
"tidak segan",2
"tidak segan",-2
"tidur",3
"tidur",-3
"tiduran",-2
"tidurin",-2
"tikai",-4
"tikar",3
"tike",-3
"tilam",-4
"tilap",-4
"tilas",-3
"tim",-4
"timah panas",-3
"timang",-1
"timba ilmu",4
"timbal",-2
"timbalan",4
"timbalan",-2
"timbangan",-5
"timbul",-3
"timbun",1
"timbun",-3
"timburu",-5
"timpa",-3
"timpal",2
"timpang",-4
"timpuk",-5
"tindakan",3
"tindas",-5
"tindih",-4
"tindik",-3
"tingau",-4
"tinggal",1
"tinggal",-3
"tinggalan",4
"tinggalkan",-3
"tinggi",3
"tinggi",-2
"tinggikan",-2
"tingkah",-5
"tingkah laku",1
"tingkat",1
"tingkeb",-3
"tinja",-5
"tinju",-5
"tip",4
"tip",-3
"tipeks",-3
"tips",4
"tipu muslihat",-5
"tiri",-2
"tiris",3
"tiruan",3
"titi",2
"titi",-3
"titian",-4
"titik",-3
"titik berat",-3
"titip api",3
"titip api",-1
"titis",-3
"titisan darah",-3
"tiup",-3
"tiup-tiup",-3
"tkde",-1
"tlg",3
"tobak",-3
"tobat",-2
"toboh",-4
"tokcer",4
"tokok",3
"tolak",-4
"tolakan",4
"tolol",-5
"tolong",3
"tolong",-2
"tongkeng",5
"tongkrong",1
"tongong",-3
"tonjok",-5
"tonton",-4
"top",5
"topan",-3
"topek",-4
"topo",-5
"toreh",1
"tosan aji",-4
"tq",4
"tradisional",-5
"tragedi",-5
"traktat",3
"transaksi",4
"transendental",3
"transparan",3
"transparansi",2
"trauma",4
"trauma",-5
"traumatis",-4
"travesti",-5
"trayek",-4
"trek",-3
"tren",-2
"trendi",3
"trengginas",5
"tresna",2
"tresna",-1
"trima",1
"trimakasih",4
"trims",4
"tt",-2
"tua",-4
"tua bangka",-3
"tuah",1
"tuah",-3
"tuak",-3
"tuas",-3
"tubruk",-3
"tubuh",-4
"tugal",-4
"tugas",-1
"tuhan",3
"tuhkan",-4
"tuhmah",-3
"tuil",-3
"tuju",3
"tuju",-4
"tukang",-2
"tukar",1
"tukar",-3
"tukar akal",1
"tukar cincin",3
"tukar pikir",3
"tukar pikiran",3
"tukas",-5
"tulah",-3
"tulang",2
"tulang",-4
"tulang punggung",-3
"tular",-4
"tulen",3
"tuli",-3
"tulup",-3
"tulus",4
"tulus hati",4
"tulus hati",-1
